row_id,site,rating_raw,written_date,trip_type,text_len_chars,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
13330,bahia,3 of 5 bubbles,2015-11-05,Couples,319,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful"", ""colours"", ""tiles"", ""no explanations"", ""history""]"
13331,bahia,3 of 5 bubbles,2015-11-04,,114,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""nice palace"", ""lovely rooms"", ""Moroccan styling"", ""recommend visit""]"
13332,bahia,5 of 5 bubbles,2015-11-03,Friends,129,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""very beautiful"", ""fantastic ceramic"", ""beautiful gardens"", ""religious acceptance""]"
13333,bahia,4 of 5 bubbles,2015-11-03,Couples,161,Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Yes,Not_mentioned,"[""suggest guide"", ""full of history"", ""interesting"", ""more from visit""]"
13334,bahia,4 of 5 bubbles,2015-11-02,Friends,169,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""great value"", ""10 Dirham"", ""easy to find"", ""lovely gardens"", ""beautiful architecture""]"
13335,bahia,5 of 5 bubbles,2015-11-01,Friends,521,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""breathtaking ceilings"", ""delicate stucco"", ""craftsmanship"", ""10 dirhams""]"
13336,bahia,4 of 5 bubbles,2015-11-01,Couples,237,Positive,4,Joy,Not_mentioned,Positive,Negative,Not_mentioned,Positive,"[""Navigation_difficulty""]",Cheap,Yes,Not_mentioned,"[""inexpensive"", ""beautiful ceilings"", ""no information"", ""enjoyed visit""]"
13337,bahia,5 of 5 bubbles,2015-10-31,Couples,251,Positive,4,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,"[""Other""]",Cheap,Yes,Not_mentioned,"[""interesting"", ""worth visiting"", ""very little cost"", ""similar palaces""]"
13338,bahia,4 of 5 bubbles,2015-10-31,Couples,957,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Positive,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""guide recommended"", ""informative"", ""beautiful gardens"", ""awesome wood carving"", ""mosaics""]"
13339,bahia,4 of 5 bubbles,2015-10-31,Couples,113,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""lovely sight"", ""detailing"", ""moroccan palace"", ""authentic""]"
13340,bahia,3 of 5 bubbles,2015-10-30,Friends,280,Neutral,3,Disappointment,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,"[""Other""]",Cheap,Neutral,Not_mentioned,"[""central"", ""cheap"", ""disappointed"", ""cultural pearl"", ""architecture""]"
13341,bahia,2 of 5 bubbles,2015-10-30,Couples,411,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding""]",Not_mentioned,No,No,"[""overcrowding"", ""unbearable"", ""better examples elsewhere"", ""palace ruins""]"
13342,bahia,4 of 5 bubbles,2015-10-30,,321,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""well worth visit"", ""architecture"", ""Alhambra"", ""take it all in""]"
13343,bahia,3 of 5 bubbles,2015-10-30,,1322,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Negative,Negative,"[""Poor_condition"", ""Poor_cleanliness"", ""Navigation_difficulty""]",Not_mentioned,No,No,"[""limited history"", ""no information panels"", ""not maintained"", ""poor condition"", ""pigeon nest""]"
13344,bahia,5 of 5 bubbles,2015-10-29,,113,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""highly recommend"", ""magical"", ""ceilings"", ""gardens""]"
13345,bahia,4 of 5 bubbles,2015-10-29,,229,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing place"", ""fantastic architecture"", ""mosaics"", ""craftsmanship"", ""glad we visited""]"
13346,bahia,4 of 5 bubbles,2015-10-28,Couples,222,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Jewish Quarter"", ""history"", ""well worth visit"", ""clean"", ""well cared for""]"
13347,bahia,4 of 5 bubbles,2015-10-28,Friends,188,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful"", ""ceramics"", ""stunning"", ""ornate ceilings"", ""no furniture""]"
13348,bahia,4 of 5 bubbles,2015-10-28,,425,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Cheap,Not_mentioned,Not_mentioned,"[""10 dirhams"", ""cheap"", ""intricate design"", ""garden walkway"", ""large tour groups""]"
13349,bahia,3 of 5 bubbles,2015-10-28,Couples,606,Neutral,3,Frustration,Not_mentioned,Positive,Negative,Not_mentioned,Neutral,"[""Other""]",Cheap,Neutral,Not_mentioned,"[""very cheap"", ""Ikea-style route"", ""beautiful rooms"", ""limited access"", ""architecture""]"
13350,bahia,5 of 5 bubbles,2015-10-27,Friends,119,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful grounds"", ""photography group"", ""enjoyed"", ""fantastic scenery""]"
13351,bahia,4 of 5 bubbles,2015-10-26,Couples,105,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""pleasant visit"", ""architectural details"", ""tiles"", ""lovely gardens""]"
13352,bahia,4 of 5 bubbles,2015-10-26,Friends,299,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""must see"", ""1 euro"", ""amazing crafts"", ""escape crowds""]"
13353,bahia,4 of 5 bubbles,2015-10-26,Solo,177,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding""]",Not_mentioned,No,Not_mentioned,"[""very busy"", ""hard to get photos"", ""so many people"", ""recommend museum""]"
13354,bahia,4 of 5 bubbles,2015-10-25,,182,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""stunning decoration"", ""lovely green spaces"", ""relaxing"", ""modest entry fee""]"
13355,bahia,3 of 5 bubbles,2015-10-25,Couples,107,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""history"", ""Moroccan tile work"", ""nice to see""]"
13356,bahia,5 of 5 bubbles,2015-10-25,,231,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""historical place"", ""belongings"", ""beautiful weather"", ""marble walls"", ""fruits""]"
13357,bahia,5 of 5 bubbles,2015-10-24,Friends,198,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful palaces"", ""beautiful rooms"", ""courtyard"", ""fruit trees"", ""worth seeing""]"
13358,bahia,4 of 5 bubbles,2015-10-24,Couples,239,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""tile work"", ""ceilings"", ""reasonable admission fee"", ""empty spaces""]"
13359,bahia,5 of 5 bubbles,2015-10-24,Couples,201,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Yes,Not_mentioned,"[""MUST do"", ""city guide"", ""renovated"", ""beautiful rooms""]"
13360,bahia,3 of 5 bubbles,2015-10-24,Couples,120,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,"[""High_prices"", ""Other""]",Expensive,No,Not_mentioned,"[""beautiful palace"", ""expensive"", ""overpromise"", ""other attractions""]"
13361,bahia,5 of 5 bubbles,2015-10-24,,128,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""great place"", ""history"", ""amazing pictures"", ""amazing atmosphere""]"
13362,bahia,5 of 5 bubbles,2015-10-23,Couples,182,Positive,4,Surprise,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Poor_condition""]",Not_mentioned,Yes,Not_mentioned,"[""surprising place"", ""in ruins"", ""video"", ""beautiful place""]"
13363,bahia,5 of 5 bubbles,2015-10-23,Couples,218,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""excellent"", ""historical place"", ""hidden gem"", ""panorama tower"", ""birds eye view""]"
13364,bahia,3 of 5 bubbles,2015-10-23,Couples,194,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful building"", ""amazing ceilings"", ""lack of guide"", ""little information""]"
13365,bahia,3 of 5 bubbles,2015-10-23,,217,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Lack_of_information"", ""Empty_rooms""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful"", ""information boards"", ""history"", ""decorated room""]"
13366,bahia,4 of 5 bubbles,2015-10-23,Friends,295,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""worth popping"", ""cheap price"", ""quiet"", ""hidden rooms"", ""kids""]"
13367,bahia,5 of 5 bubbles,2015-10-23,Couples,198,Positive,5,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""10 MAD"", ""gorgeous"", ""Moroccan architecture"", ""ideal""]"
13368,bahia,5 of 5 bubbles,2015-10-23,Couples,183,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""elegance"", ""beauty"", ""worth a visit"", ""reasonable charge"", ""not to be missed""]"
13369,bahia,4 of 5 bubbles,2015-10-22,Friends,374,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Poor_condition"", ""Smaller_scale""]",Not_mentioned,Yes,Not_mentioned,"[""worthwhile"", ""smaller scale"", ""decor"", ""preservation"", ""attraction""]"
13370,bahia,4 of 5 bubbles,2015-10-22,Solo,326,Positive,5,Joy,Positive,Positive,Not_mentioned,Positive,Positive,[],Fair,Not_mentioned,Not_mentioned,"[""reasonably large"", ""10Dh"", ""very reasonable"", ""well preserved"", ""no hassle""]"
13371,bahia,5 of 5 bubbles,2015-10-20,,247,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""stunning"", ""explore"", ""pretty trees"", ""flowers"", ""cats""]"
13372,bahia,4 of 5 bubbles,2015-10-19,Couples,148,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""exquisite"", ""Moroccan architecture"", ""decoration"", ""busy"", ""enjoy""]"
13373,bahia,4 of 5 bubbles,2015-10-19,Friends,376,Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Restricted_access""]",Not_mentioned,Yes,Not_mentioned,"[""beautiful architecture"", ""high ceiling"", ""restricted access"", ""recommend visit"", ""pretty pictures""]"
13374,bahia,4 of 5 bubbles,2015-10-19,Couples,305,Positive,4,Neutral,Not_mentioned,Positive,Neutral,Not_mentioned,Neutral,"[""Lack_of_information""]",Cheap,Yes,Not_mentioned,"[""10 MAD"", ""worth cost"", ""guide book"", ""lack of information"", ""guided tours""]"
13375,bahia,4 of 5 bubbles,2015-10-19,Friends,220,Positive,4,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,"[""Empty_rooms""]",Cheap,Not_mentioned,Not_mentioned,"[""stunning architecture"", ""patios"", ""charming"", ""very cheap"", ""empty rooms""]"
13376,bahia,4 of 5 bubbles,2015-10-19,Solo,192,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,Positive,"[""Poor_condition""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""gems"", ""better looked after"", ""local standards"", ""Al Hambra"", ""interesting""]"
13377,bahia,4 of 5 bubbles,2015-10-19,Friends,155,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""lovely building"", ""good architecture"", ""really cheap"", ""quick visit"", ""grand building""]"
13378,bahia,4 of 5 bubbles,2015-10-18,,107,Positive,4,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""10 DH"", ""neat architecture"", ""less than an hour"", ""location""]"
13379,bahia,5 of 5 bubbles,2015-10-18,Solo,225,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""stunning architecture"", ""intricate details"", ""ceramic tiles"", ""carved ceilings"", ""worth a visit""]"
13380,bahia,5 of 5 bubbles,2015-10-18,,112,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""beautiful"", ""cheap"", ""lovely sites"", ""history"", ""recommendation""]"
13381,bahia,4 of 5 bubbles,2015-10-18,Couples,196,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Fair,Not_mentioned,Not_mentioned,"[""great value"", ""royals"", ""stunning"", ""courtyards""]"
13382,bahia,5 of 5 bubbles,2015-10-18,,222,Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""English guide"", ""knowledge"", ""busy"", ""que"", ""worth going""]"
13383,bahia,3 of 5 bubbles,2015-10-17,Solo,143,Negative,2,Disappointment,Not_mentioned,Neutral,Negative,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""limited information"", ""disappointed"", ""hotel staff""]"
13384,bahia,4 of 5 bubbles,2015-10-17,Couples,114,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""interesting experience"", ""history"", ""tranquil"", ""courtyards""]"
13385,bahia,4 of 5 bubbles,2015-10-16,Couples,528,Neutral,3,Neutral,Not_mentioned,Positive,Negative,Not_mentioned,Positive,"[""Other""]",Cheap,Not_mentioned,Not_mentioned,"[""entrance fee"", ""pleasant garden"", ""painted ceilings"", ""limited information""]"
13386,bahia,3 of 5 bubbles,2015-10-15,Friends,428,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""nice ceilings"", ""tile work"", ""lack of information"", ""photography""]"
13387,bahia,5 of 5 bubbles,2015-10-14,,236,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""great place"", ""culture"", ""history"", ""explore"", ""well-thought""]"
13388,bahia,3 of 5 bubbles,2015-10-14,,150,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""history"", ""interesting"", ""building"", ""dignitary""]"
13389,bahia,4 of 5 bubbles,2015-10-14,Couples,132,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fun"", ""stunning tile work"", ""lovely garden"", ""limited access""]"
13390,bahia,5 of 5 bubbles,2015-10-13,Friends,181,Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""architecture"", ""knowledgeable guide"", ""influences"", ""visit""]"
13391,bahia,1 of 5 bubbles,2015-10-13,Friends,102,Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,[],Cheap,Yes,Not_mentioned,"[""cheap"", ""worth a visit"", ""short visit"", ""10 dinar""]"
13392,bahia,4 of 5 bubbles,2015-10-13,Couples,428,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Negative,Neutral,"[""Poor_condition"", ""Poor_cleanliness"", ""Other""]",Not_mentioned,Yes,Not_mentioned,"[""interesting"", ""architecture"", ""deteriorated"", ""dirty streets"", ""maintenance""]"
13393,bahia,3 of 5 bubbles,2015-10-13,Friends,159,Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""useful"", ""interesting"", ""not stunning"", ""culture"", ""other palaces""]"
13394,bahia,4 of 5 bubbles,2015-10-12,,432,Positive,5,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""worth visiting"", ""lavishly decorated"", ""greatest palace"", ""craftsmen""]"
13395,bahia,5 of 5 bubbles,2015-10-11,,135,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""nice experience"", ""strong history"", ""palace""]"
13396,bahia,5 of 5 bubbles,2015-10-11,Couples,149,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""lovely time"", ""architecture"", ""amazing mosaics"", ""recommended""]"
13397,bahia,5 of 5 bubbles,2015-10-11,Couples,125,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""great place"", ""beautiful"", ""carved wooden doors"", ""1 euro""]"
13398,bahia,4 of 5 bubbles,2015-10-11,Solo,582,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Lack_of_information""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful palace"", ""stunning mosaics"", ""empty rooms"", ""no indication""]"
13399,bahia,4 of 5 bubbles,2015-10-10,Couples,189,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""lovely home"", ""10DH"", ""stunning courtyard"", ""amazing ceilings""]"
13400,bahia,3 of 5 bubbles,2015-10-10,Friends,182,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Overcrowding"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""overcrowded"", ""different stories"", ""guidebook"", ""go before 9""]"
13401,bahia,4 of 5 bubbles,2015-10-09,Couples,275,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Lack_of_information""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful building"", ""architecture"", ""empty rooms"", ""no signs""]"
13402,bahia,4 of 5 bubbles,2015-10-09,Friends,138,Neutral,3,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""interesting palace"", ""lovely tile work"", ""wood carving"", ""trashed""]"
13403,bahia,5 of 5 bubbles,2015-10-08,Friends,338,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""opulent"", ""decorations"", ""beautiful palaces"", ""good idea""]"
13404,bahia,4 of 5 bubbles,2015-10-08,Couples,531,Positive,4,Trust,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Overcrowding"", ""Lack_of_information""]",Not_mentioned,Yes,Not_mentioned,"[""worth a visit"", ""beautiful gardens"", ""no English information"", ""guide recommended"", ""oasis""]"
13405,bahia,5 of 5 bubbles,2015-10-07,Solo,376,Positive,4,Neutral,Not_mentioned,Positive,Negative,Not_mentioned,Positive,"[""Lack_of_information""]",Cheap,Yes,Not_mentioned,"[""worth a visit"", ""10dh"", ""beautiful buildings"", ""no English information"", ""guide""]"
13406,bahia,5 of 5 bubbles,2015-10-07,Friends,165,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""worth a visit"", ""tour groups"", ""beautiful decor"", ""lunch stop""]"
13407,bahia,5 of 5 bubbles,2015-10-06,Solo,178,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Moroccan architecture"", ""worth a visit"", ""lovely ceramics"", ""calligraphy artist""]"
13408,bahia,5 of 5 bubbles,2015-10-05,Solo,126,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""stunning architecture"", ""great craftsmanship"", ""shady courtyard"", ""pass the heat""]"
13409,bahia,4 of 5 bubbles,2015-10-05,Couples,122,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""lovely building"", ""beautiful mosaics"", ""architecture"", ""10dh""]"
13410,bahia,4 of 5 bubbles,2015-10-05,Couples,186,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""enjoyed"", ""reasonable"", ""downpour"", ""thunderstorm""]"
13411,bahia,5 of 5 bubbles,2015-10-05,Couples,114,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""great place"", ""beautiful architecture"", ""mosaics"", ""islamic art""]"
13412,bahia,3 of 5 bubbles,2015-10-05,Couples,113,Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""cheap"", ""small amount rooms"", ""decor"", ""worth looking""]"
13413,bahia,2 of 5 bubbles,2015-10-04,Couples,179,Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,[],Cheap,Not_mentioned,Not_mentioned,"[""architecture"", ""cool and calm"", ""carving designs"", ""10 dh""]"
13414,bahia,3 of 5 bubbles,2015-10-04,Couples,156,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding""]",Not_mentioned,No,Not_mentioned,"[""repetitive"", ""lots of tours"", ""busy"", ""interesting""]"
13415,bahia,4 of 5 bubbles,2015-10-04,Couples,180,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""cheap"", ""beautiful"", ""tile work"", ""intricacies"", ""breathtaking""]"
13416,bahia,3 of 5 bubbles,2015-10-01,Couples,133,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Poor_condition"", ""Other""]",Not_mentioned,No,No,"[""ruin palace"", ""similar rooms"", ""no explanation"", ""not well organized""]"
13417,bahia,4 of 5 bubbles,2015-09-30,Couples,345,Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""best things"", ""tranquil"", ""beautiful"", ""worth a visit"", ""interesting history""]"
13418,bahia,5 of 5 bubbles,2015-09-30,Couples,424,Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Positive,Positive,"[""Other""]",Not_mentioned,Yes,Not_mentioned,"[""best-preserved"", ""garden"", ""architecture"", ""woodcarvings"", ""no English info""]"
13419,bahia,4 of 5 bubbles,2015-09-29,Friends,209,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""lovely place"", ""tour guide"", ""amazing facts"", ""rude staff""]"
13420,bahia,3 of 5 bubbles,2015-09-29,Couples,106,Negative,2,Disappointment,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""ok"", ""quick"", ""not much craftsmanship"", ""Ben Youssef college""]"
13421,bahia,5 of 5 bubbles,2015-09-29,,637,Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""English guide"", ""history"", ""courtyard"", ""rooms"", ""informative""]"
13422,bahia,5 of 5 bubbles,2015-09-29,Couples,280,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful palace"", ""courtyard"", ""luxurious"", ""must see"", ""tilework""]"
13423,bahia,4 of 5 bubbles,2015-09-28,Friends,104,Positive,4,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""lovely palace"", ""central"", ""10DH"", ""relax""]"
13424,bahia,4 of 5 bubbles,2015-09-28,Friends,522,Positive,4,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""early"", ""guide"", ""informative"", ""worth visit"", ""recommend""]"
13425,bahia,5 of 5 bubbles,2015-09-28,Friends,132,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""worth checking out"", ""beautiful"", ""detail"", ""worth it""]"
13426,bahia,4 of 5 bubbles,2015-09-28,Solo,186,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""pretty palace"", ""beautiful courtyard"", ""packed"", ""hard to walk"", ""oasis""]"
13427,bahia,5 of 5 bubbles,2015-09-28,Couples,177,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""old palace"", ""ornate rooms"", ""fantastic ceilings"", ""worth a visit"", ""10DHs""]"
13428,bahia,5 of 5 bubbles,2015-09-28,,121,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""worth a visit"", ""tiles"", ""carvings"", ""wonderful"", ""courtyard garden""]"
